,Topic,Discipline,Quantity
672,51,PLANT & ANIMAL SCIENCE,0
673,52,PLANT & ANIMAL SCIENCE,1
674,53,PLANT & ANIMAL SCIENCE,1
675,54,PLANT & ANIMAL SCIENCE,4
676,55,PLANT & ANIMAL SCIENCE,0
677,56,PLANT & ANIMAL SCIENCE,0
678,57,PLANT & ANIMAL SCIENCE,0
679,58,PLANT & ANIMAL SCIENCE,0
680,59,PLANT & ANIMAL SCIENCE,2
681,60,PLANT & ANIMAL SCIENCE,0
682,61,PLANT & ANIMAL SCIENCE,1
683,62,PLANT & ANIMAL SCIENCE,0
684,63,PLANT & ANIMAL SCIENCE,0
685,64,PLANT & ANIMAL SCIENCE,0
686,65,PLANT & ANIMAL SCIENCE,1
687,66,PLANT & ANIMAL SCIENCE,1
688,67,PLANT & ANIMAL SCIENCE,0
689,68,PLANT & ANIMAL SCIENCE,0
690,0,"SOCIAL SCIENCES, GENERAL",12
691,1,"SOCIAL SCIENCES, GENERAL",0
692,2,"SOCIAL SCIENCES, GENERAL",7
693,3,"SOCIAL SCIENCES, GENERAL",0
694,4,"SOCIAL SCIENCES, GENERAL",0
695,5,"SOCIAL SCIENCES, GENERAL",5
696,6,"SOCIAL SCIENCES, GENERAL",0
697,7,"SOCIAL SCIENCES, GENERAL",0
698,8,"SOCIAL SCIENCES, GENERAL",0
699,9,"SOCIAL SCIENCES, GENERAL",1
700,10,"SOCIAL SCIENCES, GENERAL",0
701,11,"SOCIAL SCIENCES, GENERAL",0
702,12,"SOCIAL SCIENCES, GENERAL",0
703,13,"SOCIAL SCIENCES, GENERAL",0
704,14,"SOCIAL SCIENCES, GENERAL",0
705,15,"SOCIAL SCIENCES, GENERAL",1
706,16,"SOCIAL SCIENCES, GENERAL",0
707,17,"SOCIAL SCIENCES, GENERAL",0
708,18,"SOCIAL SCIENCES, GENERAL",0
709,19,"SOCIAL SCIENCES, GENERAL",0
710,20,"SOCIAL SCIENCES, GENERAL",0
711,21,"SOCIAL SCIENCES, GENERAL",0
712,22,"SOCIAL SCIENCES, GENERAL",0
713,23,"SOCIAL SCIENCES, GENERAL",0
714,24,"SOCIAL SCIENCES, GENERAL",0
715,25,"SOCIAL SCIENCES, GENERAL",9
716,26,"SOCIAL SCIENCES, GENERAL",0
717,27,"SOCIAL SCIENCES, GENERAL",0
718,28,"SOCIAL SCIENCES, GENERAL",2
719,29,"SOCIAL SCIENCES, GENERAL",1
720,30,"SOCIAL SCIENCES, GENERAL",0
721,31,"SOCIAL SCIENCES, GENERAL",0
722,32,"SOCIAL SCIENCES, GENERAL",0
723,33,"SOCIAL SCIENCES, GENERAL",0
724,34,"SOCIAL SCIENCES, GENERAL",0
725,35,"SOCIAL SCIENCES, GENERAL",0
726,36,"SOCIAL SCIENCES, GENERAL",0
727,37,"SOCIAL SCIENCES, GENERAL",2
728,38,"SOCIAL SCIENCES, GENERAL",0
729,39,"SOCIAL SCIENCES, GENERAL",0
730,40,"SOCIAL SCIENCES, GENERAL",0
731,41,"SOCIAL SCIENCES, GENERAL",0
732,42,"SOCIAL SCIENCES, GENERAL",2
733,43,"SOCIAL SCIENCES, GENERAL",0
734,44,"SOCIAL SCIENCES, GENERAL",0
735,45,"SOCIAL SCIENCES, GENERAL",0
736,46,"SOCIAL SCIENCES, GENERAL",0
737,47,"SOCIAL SCIENCES, GENERAL",0
738,48,"SOCIAL SCIENCES, GENERAL",0
739,49,"SOCIAL SCIENCES, GENERAL",0
740,50,"SOCIAL SCIENCES, GENERAL",0
741,51,"SOCIAL SCIENCES, GENERAL",0
742,52,"SOCIAL SCIENCES, GENERAL",0
743,53,"SOCIAL SCIENCES, GENERAL",0
744,54,"SOCIAL SCIENCES, GENERAL",0
745,55,"SOCIAL SCIENCES, GENERAL",0
746,56,"SOCIAL SCIENCES, GENERAL",0
747,57,"SOCIAL SCIENCES, GENERAL",0
748,58,"SOCIAL SCIENCES, GENERAL",0
749,59,"SOCIAL SCIENCES, GENERAL",0
750,60,"SOCIAL SCIENCES, GENERAL",2
751,61,"SOCIAL SCIENCES, GENERAL",0
752,62,"SOCIAL SCIENCES, GENERAL",0
753,63,"SOCIAL SCIENCES, GENERAL",0
754,64,"SOCIAL SCIENCES, GENERAL",1
755,65,"SOCIAL SCIENCES, GENERAL",0
756,66,"SOCIAL SCIENCES, GENERAL",0
757,67,"SOCIAL SCIENCES, GENERAL",0
758,68,"SOCIAL SCIENCES, GENERAL",0
759,0,CHEMISTRY,44
760,1,CHEMISTRY,13
761,2,CHEMISTRY,387
762,3,CHEMISTRY,1084
763,4,CHEMISTRY,26
764,5,CHEMISTRY,2
765,6,CHEMISTRY,10
766,7,CHEMISTRY,2
767,8,CHEMISTRY,182
768,9,CHEMISTRY,0
769,10,CHEMISTRY,79
770,11,CHEMISTRY,17
771,12,CHEMISTRY,9
772,13,CHEMISTRY,3
773,14,CHEMISTRY,49
774,15,CHEMISTRY,1
775,16,CHEMISTRY,4
776,17,CHEMISTRY,4
777,18,CHEMISTRY,54
778,19,CHEMISTRY,4
779,20,CHEMISTRY,0
780,21,CHEMISTRY,1
781,22,CHEMISTRY,2
782,23,CHEMISTRY,1
783,24,CHEMISTRY,6
784,25,CHEMISTRY,0
785,26,CHEMISTRY,1
786,27,CHEMISTRY,0
787,28,CHEMISTRY,0
788,29,CHEMISTRY,4
789,30,CHEMISTRY,3
790,31,CHEMISTRY,7
791,32,CHEMISTRY,0
792,33,CHEMISTRY,0
793,34,CHEMISTRY,21
794,35,CHEMISTRY,0
795,36,CHEMISTRY,2
796,37,CHEMISTRY,5
797,38,CHEMISTRY,7
798,39,CHEMISTRY,0
799,40,CHEMISTRY,1
800,41,CHEMISTRY,0
801,42,CHEMISTRY,7
802,43,CHEMISTRY,63
803,44,CHEMISTRY,0
804,45,CHEMISTRY,0
805,46,CHEMISTRY,16
806,47,CHEMISTRY,5
807,48,CHEMISTRY,26
808,49,CHEMISTRY,0
809,50,CHEMISTRY,3
810,51,CHEMISTRY,0
811,52,CHEMISTRY,3
812,53,CHEMISTRY,0
813,54,CHEMISTRY,0
814,55,CHEMISTRY,1
815,56,CHEMISTRY,0
816,57,CHEMISTRY,13
817,58,CHEMISTRY,0
818,59,CHEMISTRY,0
819,60,CHEMISTRY,0
820,61,CHEMISTRY,1
821,62,CHEMISTRY,3
822,63,CHEMISTRY,1
823,64,CHEMISTRY,0
824,65,CHEMISTRY,1
825,66,CHEMISTRY,0
826,67,CHEMISTRY,0
827,68,CHEMISTRY,4
828,0,COMPUTER SCIENCE,8
829,1,COMPUTER SCIENCE,7
830,2,COMPUTER SCIENCE,13
831,3,COMPUTER SCIENCE,0
832,4,COMPUTER SCIENCE,0
833,5,COMPUTER SCIENCE,0
834,6,COMPUTER SCIENCE,47
835,7,COMPUTER SCIENCE,0
836,8,COMPUTER SCIENCE,3
837,9,COMPUTER SCIENCE,2
838,10,COMPUTER SCIENCE,0
839,11,COMPUTER SCIENCE,0
840,12,COMPUTER SCIENCE,22
841,13,COMPUTER SCIENCE,3
842,14,COMPUTER SCIENCE,0
843,15,COMPUTER SCIENCE,0
844,16,COMPUTER SCIENCE,0
845,17,COMPUTER SCIENCE,0
846,18,COMPUTER SCIENCE,1
847,19,COMPUTER SCIENCE,1
848,20,COMPUTER SCIENCE,0
849,21,COMPUTER SCIENCE,0
850,22,COMPUTER SCIENCE,0
851,23,COMPUTER SCIENCE,0
852,24,COMPUTER SCIENCE,0
853,25,COMPUTER SCIENCE,0
854,26,COMPUTER SCIENCE,0
855,27,COMPUTER SCIENCE,0
856,28,COMPUTER SCIENCE,0
857,29,COMPUTER SCIENCE,0
858,30,COMPUTER SCIENCE,0
859,31,COMPUTER SCIENCE,0
860,32,COMPUTER SCIENCE,0
861,33,COMPUTER SCIENCE,0
862,34,COMPUTER SCIENCE,0
863,35,COMPUTER SCIENCE,0
864,36,COMPUTER SCIENCE,0
865,37,COMPUTER SCIENCE,13
866,38,COMPUTER SCIENCE,1
867,39,COMPUTER SCIENCE,0
868,40,COMPUTER SCIENCE,0
869,41,COMPUTER SCIENCE,0
870,42,COMPUTER SCIENCE,0
871,43,COMPUTER SCIENCE,0
872,44,COMPUTER SCIENCE,0
873,45,COMPUTER SCIENCE,0
874,46,COMPUTER SCIENCE,0
875,47,COMPUTER SCIENCE,0
876,48,COMPUTER SCIENCE,0
877,49,COMPUTER SCIENCE,0
878,50,COMPUTER SCIENCE,0
879,51,COMPUTER SCIENCE,0
880,52,COMPUTER SCIENCE,0
881,53,COMPUTER SCIENCE,0
882,54,COMPUTER SCIENCE,0
883,55,COMPUTER SCIENCE,0
884,56,COMPUTER SCIENCE,0
885,57,COMPUTER SCIENCE,0
886,58,COMPUTER SCIENCE,0
887,59,COMPUTER SCIENCE,0
888,60,COMPUTER SCIENCE,0
889,61,COMPUTER SCIENCE,0
890,62,COMPUTER SCIENCE,0
891,63,COMPUTER SCIENCE,1
892,64,COMPUTER SCIENCE,0
893,65,COMPUTER SCIENCE,0
894,66,COMPUTER SCIENCE,0
895,67,COMPUTER SCIENCE,0
896,68,COMPUTER SCIENCE,0
897,0,PHYSICS,1
898,1,PHYSICS,0
899,2,PHYSICS,86
900,3,PHYSICS,2
901,4,PHYSICS,0
902,5,PHYSICS,0
903,6,PHYSICS,15
904,7,PHYSICS,0
905,8,PHYSICS,2
906,9,PHYSICS,1
907,10,PHYSICS,0
908,11,PHYSICS,0
909,12,PHYSICS,1
910,13,PHYSICS,0
911,14,PHYSICS,1
912,15,PHYSICS,0
913,16,PHYSICS,0
914,17,PHYSICS,0
915,18,PHYSICS,0
916,19,PHYSICS,0
917,20,PHYSICS,0
918,21,PHYSICS,0
919,22,PHYSICS,0
920,23,PHYSICS,0
921,24,PHYSICS,0
922,25,PHYSICS,0
923,26,PHYSICS,1
924,27,PHYSICS,0
925,28,PHYSICS,0
926,29,PHYSICS,0
927,30,PHYSICS,0
928,31,PHYSICS,0
929,32,PHYSICS,125
930,33,PHYSICS,0
931,34,PHYSICS,0
932,35,PHYSICS,0
933,36,PHYSICS,0
934,37,PHYSICS,0
935,38,PHYSICS,65
936,39,PHYSICS,0
937,40,PHYSICS,0
938,41,PHYSICS,0
939,42,PHYSICS,0
940,43,PHYSICS,0
941,44,PHYSICS,0
942,45,PHYSICS,0
943,46,PHYSICS,0
944,47,PHYSICS,0
945,48,PHYSICS,2
946,49,PHYSICS,0
947,50,PHYSICS,0
948,51,PHYSICS,0
949,52,PHYSICS,0
950,53,PHYSICS,0
951,54,PHYSICS,0
952,55,PHYSICS,55
953,56,PHYSICS,0
954,57,PHYSICS,0
955,58,PHYSICS,0
956,59,PHYSICS,0
957,60,PHYSICS,0
958,61,PHYSICS,0
959,62,PHYSICS,0
960,63,PHYSICS,37
961,64,PHYSICS,0
962,65,PHYSICS,0
963,66,PHYSICS,0
964,67,PHYSICS,0
965,68,PHYSICS,0
966,0,NEUROSCIENCE & BEHAVIOR,4
967,1,NEUROSCIENCE & BEHAVIOR,31
968,2,NEUROSCIENCE & BEHAVIOR,163
969,3,NEUROSCIENCE & BEHAVIOR,0
970,4,NEUROSCIENCE & BEHAVIOR,315
971,5,NEUROSCIENCE & BEHAVIOR,114
972,6,NEUROSCIENCE & BEHAVIOR,3
973,7,NEUROSCIENCE & BEHAVIOR,3
974,8,NEUROSCIENCE & BEHAVIOR,2
975,9,NEUROSCIENCE & BEHAVIOR,12
976,10,NEUROSCIENCE & BEHAVIOR,2
977,11,NEUROSCIENCE & BEHAVIOR,1
978,12,NEUROSCIENCE & BEHAVIOR,0
979,13,NEUROSCIENCE & BEHAVIOR,4
980,14,NEUROSCIENCE & BEHAVIOR,1
981,15,NEUROSCIENCE & BEHAVIOR,0
982,16,NEUROSCIENCE & BEHAVIOR,6
983,17,NEUROSCIENCE & BEHAVIOR,1
984,18,NEUROSCIENCE & BEHAVIOR,0
985,19,NEUROSCIENCE & BEHAVIOR,1
986,20,NEUROSCIENCE & BEHAVIOR,0
987,21,NEUROSCIENCE & BEHAVIOR,2
988,22,NEUROSCIENCE & BEHAVIOR,2
989,23,NEUROSCIENCE & BEHAVIOR,7
990,24,NEUROSCIENCE & BEHAVIOR,0
991,25,NEUROSCIENCE & BEHAVIOR,2
992,26,NEUROSCIENCE & BEHAVIOR,11
993,27,NEUROSCIENCE & BEHAVIOR,0
994,28,NEUROSCIENCE & BEHAVIOR,1
995,29,NEUROSCIENCE & BEHAVIOR,5
996,30,NEUROSCIENCE & BEHAVIOR,0
997,31,NEUROSCIENCE & BEHAVIOR,1
998,32,NEUROSCIENCE & BEHAVIOR,0
999,33,NEUROSCIENCE & BEHAVIOR,2
1000,34,NEUROSCIENCE & BEHAVIOR,0
1001,35,NEUROSCIENCE & BEHAVIOR,0
1002,36,NEUROSCIENCE & BEHAVIOR,1
1003,37,NEUROSCIENCE & BEHAVIOR,0
1004,38,NEUROSCIENCE & BEHAVIOR,0
1005,39,NEUROSCIENCE & BEHAVIOR,0
1006,40,NEUROSCIENCE & BEHAVIOR,0
1007,41,NEUROSCIENCE & BEHAVIOR,0
1008,42,NEUROSCIENCE & BEHAVIOR,0
1009,43,NEUROSCIENCE & BEHAVIOR,0
1010,44,NEUROSCIENCE & BEHAVIOR,0
1011,45,NEUROSCIENCE & BEHAVIOR,0
1012,46,NEUROSCIENCE & BEHAVIOR,2
1013,47,NEUROSCIENCE & BEHAVIOR,2
1014,48,NEUROSCIENCE & BEHAVIOR,1
1015,49,NEUROSCIENCE & BEHAVIOR,1
1016,50,NEUROSCIENCE & BEHAVIOR,0
1017,51,NEUROSCIENCE & BEHAVIOR,0
1018,52,NEUROSCIENCE & BEHAVIOR,0
1019,53,NEUROSCIENCE & BEHAVIOR,0
1020,54,NEUROSCIENCE & BEHAVIOR,0
1021,55,NEUROSCIENCE & BEHAVIOR,0
1022,56,NEUROSCIENCE & BEHAVIOR,1
1023,57,NEUROSCIENCE & BEHAVIOR,0
1024,58,NEUROSCIENCE & BEHAVIOR,0
1025,59,NEUROSCIENCE & BEHAVIOR,7
1026,60,NEUROSCIENCE & BEHAVIOR,0
1027,61,NEUROSCIENCE & BEHAVIOR,0
1028,62,NEUROSCIENCE & BEHAVIOR,0
1029,63,NEUROSCIENCE & BEHAVIOR,0
1030,64,NEUROSCIENCE & BEHAVIOR,1
1031,65,NEUROSCIENCE & BEHAVIOR,10
1032,66,NEUROSCIENCE & BEHAVIOR,7
1033,67,NEUROSCIENCE & BEHAVIOR,0
1034,68,NEUROSCIENCE & BEHAVIOR,2
1035,0,AGRICULTURAL SCIENCES,36
1036,1,AGRICULTURAL SCIENCES,2
1037,2,AGRICULTURAL SCIENCES,5
1038,3,AGRICULTURAL SCIENCES,4
1039,4,AGRICULTURAL SCIENCES,8
1040,5,AGRICULTURAL SCIENCES,1
1041,6,AGRICULTURAL SCIENCES,0
1042,7,AGRICULTURAL SCIENCES,1
1043,8,AGRICULTURAL SCIENCES,2
1044,9,AGRICULTURAL SCIENCES,0
1045,10,AGRICULTURAL SCIENCES,1
1046,11,AGRICULTURAL SCIENCES,161
1047,12,AGRICULTURAL SCIENCES,1
1048,13,AGRICULTURAL SCIENCES,16
1049,14,AGRICULTURAL SCIENCES,0
1050,15,AGRICULTURAL SCIENCES,125
1051,16,AGRICULTURAL SCIENCES,0
1052,17,AGRICULTURAL SCIENCES,3
1053,18,AGRICULTURAL SCIENCES,4
1054,19,AGRICULTURAL SCIENCES,0
1055,20,AGRICULTURAL SCIENCES,0
1056,21,AGRICULTURAL SCIENCES,1
1057,22,AGRICULTURAL SCIENCES,1
1058,23,AGRICULTURAL SCIENCES,3
1059,24,AGRICULTURAL SCIENCES,6
1060,25,AGRICULTURAL SCIENCES,3
1061,26,AGRICULTURAL SCIENCES,0
1062,27,AGRICULTURAL SCIENCES,0
1063,28,AGRICULTURAL SCIENCES,0
1064,29,AGRICULTURAL SCIENCES,31
1065,30,AGRICULTURAL SCIENCES,0
1066,31,AGRICULTURAL SCIENCES,0
1067,32,AGRICULTURAL SCIENCES,0
1068,33,AGRICULTURAL SCIENCES,0
1069,34,AGRICULTURAL SCIENCES,8
1070,35,AGRICULTURAL SCIENCES,0
1071,36,AGRICULTURAL SCIENCES,0
1072,37,AGRICULTURAL SCIENCES,1
1073,38,AGRICULTURAL SCIENCES,0
1074,39,AGRICULTURAL SCIENCES,0
1075,40,AGRICULTURAL SCIENCES,0
1076,41,AGRICULTURAL SCIENCES,0
1077,42,AGRICULTURAL SCIENCES,0
1078,43,AGRICULTURAL SCIENCES,0
1079,44,AGRICULTURAL SCIENCES,1
1080,45,AGRICULTURAL SCIENCES,0
1081,46,AGRICULTURAL SCIENCES,5
1082,47,AGRICULTURAL SCIENCES,0
1083,48,AGRICULTURAL SCIENCES,0
1084,49,AGRICULTURAL SCIENCES,0
1085,50,AGRICULTURAL SCIENCES,0
1086,51,AGRICULTURAL SCIENCES,0
1087,52,AGRICULTURAL SCIENCES,4
1088,53,AGRICULTURAL SCIENCES,0
1089,54,AGRICULTURAL SCIENCES,0
1090,55,AGRICULTURAL SCIENCES,0
1091,56,AGRICULTURAL SCIENCES,0
1092,57,AGRICULTURAL SCIENCES,0
1093,58,AGRICULTURAL SCIENCES,0
1094,59,AGRICULTURAL SCIENCES,0
1095,60,AGRICULTURAL SCIENCES,0
1096,61,AGRICULTURAL SCIENCES,0
1097,62,AGRICULTURAL SCIENCES,0
1098,63,AGRICULTURAL SCIENCES,0
1099,64,AGRICULTURAL SCIENCES,0
1100,65,AGRICULTURAL SCIENCES,16
1101,66,AGRICULTURAL SCIENCES,0
1102,67,AGRICULTURAL SCIENCES,0
1103,68,AGRICULTURAL SCIENCES,1
1104,0,ENVIRONMENT/ECOLOGY,16
1105,1,ENVIRONMENT/ECOLOGY,0
1106,2,ENVIRONMENT/ECOLOGY,4
1107,3,ENVIRONMENT/ECOLOGY,3
1108,4,ENVIRONMENT/ECOLOGY,0
1109,5,ENVIRONMENT/ECOLOGY,0
1110,6,ENVIRONMENT/ECOLOGY,2
1111,7,ENVIRONMENT/ECOLOGY,0
1112,8,ENVIRONMENT/ECOLOGY,3
1113,9,ENVIRONMENT/ECOLOGY,0
1114,10,ENVIRONMENT/ECOLOGY,1
1115,11,ENVIRONMENT/ECOLOGY,4
1116,12,ENVIRONMENT/ECOLOGY,0
1117,13,ENVIRONMENT/ECOLOGY,2
1118,14,ENVIRONMENT/ECOLOGY,0
1119,15,ENVIRONMENT/ECOLOGY,1
1120,16,ENVIRONMENT/ECOLOGY,0
1121,17,ENVIRONMENT/ECOLOGY,0
1122,18,ENVIRONMENT/ECOLOGY,0
1123,19,ENVIRONMENT/ECOLOGY,0
1124,20,ENVIRONMENT/ECOLOGY,0
1125,21,ENVIRONMENT/ECOLOGY,0
1126,22,ENVIRONMENT/ECOLOGY,0
1127,23,ENVIRONMENT/ECOLOGY,0
1128,24,ENVIRONMENT/ECOLOGY,62
1129,25,ENVIRONMENT/ECOLOGY,0
1130,26,ENVIRONMENT/ECOLOGY,0
1131,27,ENVIRONMENT/ECOLOGY,0
1132,28,ENVIRONMENT/ECOLOGY,0
1133,29,ENVIRONMENT/ECOLOGY,3
1134,30,ENVIRONMENT/ECOLOGY,0
1135,31,ENVIRONMENT/ECOLOGY,0
1136,32,ENVIRONMENT/ECOLOGY,0
1137,33,ENVIRONMENT/ECOLOGY,0
1138,34,ENVIRONMENT/ECOLOGY,0
1139,35,ENVIRONMENT/ECOLOGY,0
1140,36,ENVIRONMENT/ECOLOGY,0
1141,37,ENVIRONMENT/ECOLOGY,1
1142,38,ENVIRONMENT/ECOLOGY,0
1143,39,ENVIRONMENT/ECOLOGY,0
1144,40,ENVIRONMENT/ECOLOGY,1
1145,41,ENVIRONMENT/ECOLOGY,0
1146,42,ENVIRONMENT/ECOLOGY,0
1147,43,ENVIRONMENT/ECOLOGY,0
1148,44,ENVIRONMENT/ECOLOGY,0
1149,45,ENVIRONMENT/ECOLOGY,0
1150,46,ENVIRONMENT/ECOLOGY,0
1151,47,ENVIRONMENT/ECOLOGY,0
1152,48,ENVIRONMENT/ECOLOGY,0
1153,49,ENVIRONMENT/ECOLOGY,0
1154,50,ENVIRONMENT/ECOLOGY,0
1155,51,ENVIRONMENT/ECOLOGY,0
1156,52,ENVIRONMENT/ECOLOGY,0
1157,53,ENVIRONMENT/ECOLOGY,0
1158,54,ENVIRONMENT/ECOLOGY,0
1159,55,ENVIRONMENT/ECOLOGY,0
1160,56,ENVIRONMENT/ECOLOGY,0
1161,57,ENVIRONMENT/ECOLOGY,0
1162,58,ENVIRONMENT/ECOLOGY,0
1163,59,ENVIRONMENT/ECOLOGY,0
1164,60,ENVIRONMENT/ECOLOGY,0
1165,61,ENVIRONMENT/ECOLOGY,0
1166,62,ENVIRONMENT/ECOLOGY,1
1167,63,ENVIRONMENT/ECOLOGY,0
1168,64,ENVIRONMENT/ECOLOGY,0
1169,65,ENVIRONMENT/ECOLOGY,1
1170,66,ENVIRONMENT/ECOLOGY,0
1171,67,ENVIRONMENT/ECOLOGY,0
1172,68,ENVIRONMENT/ECOLOGY,0
1173,0,SPACE SCIENCE,0
1174,1,SPACE SCIENCE,0
1175,2,SPACE SCIENCE,0
1176,3,SPACE SCIENCE,0
1177,4,SPACE SCIENCE,0
1178,5,SPACE SCIENCE,0
1179,6,SPACE SCIENCE,0
1180,7,SPACE SCIENCE,0
1181,8,SPACE SCIENCE,0
1182,9,SPACE SCIENCE,0
1183,10,SPACE SCIENCE,0
1184,11,SPACE SCIENCE,0
1185,12,SPACE SCIENCE,0
1186,13,SPACE SCIENCE,0
1187,14,SPACE SCIENCE,0
1188,15,SPACE SCIENCE,0
1189,16,SPACE SCIENCE,0
1190,17,SPACE SCIENCE,0
1191,18,SPACE SCIENCE,0
1192,19,SPACE SCIENCE,0
1193,20,SPACE SCIENCE,0
1194,21,SPACE SCIENCE,0
1195,22,SPACE SCIENCE,0
1196,23,SPACE SCIENCE,0
1197,24,SPACE SCIENCE,0
1198,25,SPACE SCIENCE,0
1199,26,SPACE SCIENCE,0
1200,27,SPACE SCIENCE,0
1201,28,SPACE SCIENCE,0
1202,29,SPACE SCIENCE,0
1203,30,SPACE SCIENCE,0
1204,31,SPACE SCIENCE,0
1205,32,SPACE SCIENCE,0
1206,33,SPACE SCIENCE,0
1207,34,SPACE SCIENCE,0
1208,35,SPACE SCIENCE,0
1209,36,SPACE SCIENCE,0
1210,37,SPACE SCIENCE,0
1211,38,SPACE SCIENCE,0
1212,39,SPACE SCIENCE,0
1213,40,SPACE SCIENCE,0
1214,41,SPACE SCIENCE,0
1215,42,SPACE SCIENCE,0
1216,43,SPACE SCIENCE,1
1217,44,SPACE SCIENCE,0
1218,45,SPACE SCIENCE,0
1219,46,SPACE SCIENCE,0
1220,47,SPACE SCIENCE,0
1221,48,SPACE SCIENCE,0
1222,49,SPACE SCIENCE,0
1223,50,SPACE SCIENCE,0
1224,51,SPACE SCIENCE,0
1225,52,SPACE SCIENCE,0
1226,53,SPACE SCIENCE,0
1227,54,SPACE SCIENCE,0
1228,55,SPACE SCIENCE,0
1229,56,SPACE SCIENCE,0
1230,57,SPACE SCIENCE,0
1231,58,SPACE SCIENCE,0
1232,59,SPACE SCIENCE,0
1233,60,SPACE SCIENCE,0
1234,61,SPACE SCIENCE,0
1235,62,SPACE SCIENCE,0
1236,63,SPACE SCIENCE,0
1237,64,SPACE SCIENCE,0
1238,65,SPACE SCIENCE,0
1239,66,SPACE SCIENCE,0
1240,67,SPACE SCIENCE,0
1241,68,SPACE SCIENCE,0
1242,0,MOLECULAR BIOLOGY & GENETICS,240
1243,1,MOLECULAR BIOLOGY & GENETICS,279
1244,2,MOLECULAR BIOLOGY & GENETICS,8
1245,3,MOLECULAR BIOLOGY & GENETICS,0
1246,4,MOLECULAR BIOLOGY & GENETICS,150
1247,5,MOLECULAR BIOLOGY & GENETICS,14
1248,6,MOLECULAR BIOLOGY & GENETICS,63
1249,7,MOLECULAR BIOLOGY & GENETICS,36
1250,8,MOLECULAR BIOLOGY & GENETICS,3
1251,9,MOLECULAR BIOLOGY & GENETICS,2
1252,10,MOLECULAR BIOLOGY & GENETICS,32
1253,11,MOLECULAR BIOLOGY & GENETICS,3
1254,12,MOLECULAR BIOLOGY & GENETICS,42
1255,13,MOLECULAR BIOLOGY & GENETICS,86
1256,14,MOLECULAR BIOLOGY & GENETICS,8
1257,15,MOLECULAR BIOLOGY & GENETICS,1
1258,16,MOLECULAR BIOLOGY & GENETICS,40
1259,17,MOLECULAR BIOLOGY & GENETICS,16
1260,18,MOLECULAR BIOLOGY & GENETICS,5
1261,19,MOLECULAR BIOLOGY & GENETICS,66
1262,20,MOLECULAR BIOLOGY & GENETICS,8
1263,21,MOLECULAR BIOLOGY & GENETICS,8
1264,22,MOLECULAR BIOLOGY & GENETICS,29
1265,23,MOLECULAR BIOLOGY & GENETICS,19
1266,24,MOLECULAR BIOLOGY & GENETICS,0
1267,25,MOLECULAR BIOLOGY & GENETICS,0
1268,26,MOLECULAR BIOLOGY & GENETICS,25
1269,27,MOLECULAR BIOLOGY & GENETICS,51
1270,28,MOLECULAR BIOLOGY & GENETICS,1
1271,29,MOLECULAR BIOLOGY & GENETICS,0
1272,30,MOLECULAR BIOLOGY & GENETICS,16
1273,31,MOLECULAR BIOLOGY & GENETICS,35
1274,32,MOLECULAR BIOLOGY & GENETICS,0
1275,33,MOLECULAR BIOLOGY & GENETICS,4
1276,34,MOLECULAR BIOLOGY & GENETICS,8
1277,35,MOLECULAR BIOLOGY & GENETICS,22
1278,36,MOLECULAR BIOLOGY & GENETICS,24
1279,37,MOLECULAR BIOLOGY & GENETICS,17
1280,38,MOLECULAR BIOLOGY & GENETICS,0
1281,39,MOLECULAR BIOLOGY & GENETICS,41
1282,40,MOLECULAR BIOLOGY & GENETICS,3
1283,41,MOLECULAR BIOLOGY & GENETICS,23
1284,42,MOLECULAR BIOLOGY & GENETICS,4
1285,43,MOLECULAR BIOLOGY & GENETICS,0
1286,44,MOLECULAR BIOLOGY & GENETICS,5
1287,45,MOLECULAR BIOLOGY & GENETICS,2
1288,46,MOLECULAR BIOLOGY & GENETICS,5
1289,47,MOLECULAR BIOLOGY & GENETICS,11
1290,48,MOLECULAR BIOLOGY & GENETICS,0
1291,49,MOLECULAR BIOLOGY & GENETICS,0
1292,50,MOLECULAR BIOLOGY & GENETICS,0
1293,51,MOLECULAR BIOLOGY & GENETICS,0
1294,52,MOLECULAR BIOLOGY & GENETICS,0
1295,53,MOLECULAR BIOLOGY & GENETICS,1
1296,54,MOLECULAR BIOLOGY & GENETICS,0
1297,55,MOLECULAR BIOLOGY & GENETICS,0
1298,56,MOLECULAR BIOLOGY & GENETICS,3
1299,57,MOLECULAR BIOLOGY & GENETICS,3
1300,58,MOLECULAR BIOLOGY & GENETICS,0
1301,59,MOLECULAR BIOLOGY & GENETICS,1
1302,60,MOLECULAR BIOLOGY & GENETICS,1
1303,61,MOLECULAR BIOLOGY & GENETICS,14
1304,62,MOLECULAR BIOLOGY & GENETICS,0
1305,63,MOLECULAR BIOLOGY & GENETICS,3
1306,64,MOLECULAR BIOLOGY & GENETICS,0
1307,65,MOLECULAR BIOLOGY & GENETICS,2
1308,66,MOLECULAR BIOLOGY & GENETICS,5
1309,67,MOLECULAR BIOLOGY & GENETICS,0
1310,68,MOLECULAR BIOLOGY & GENETICS,5
1311,0,MICROBIOLOGY,801
1312,1,MICROBIOLOGY,3
1313,2,MICROBIOLOGY,3
1314,3,MICROBIOLOGY,1
1315,4,MICROBIOLOGY,0
1316,5,MICROBIOLOGY,0
1317,6,MICROBIOLOGY,0
1318,7,MICROBIOLOGY,0
1319,8,MICROBIOLOGY,1
1320,9,MICROBIOLOGY,0
1321,10,MICROBIOLOGY,3
