,Topic,Discipline,Quantity
688,16,NEUROSCIENCE & BEHAVIOR,0
689,17,NEUROSCIENCE & BEHAVIOR,0
690,18,NEUROSCIENCE & BEHAVIOR,0
691,19,NEUROSCIENCE & BEHAVIOR,0
692,20,NEUROSCIENCE & BEHAVIOR,1
693,21,NEUROSCIENCE & BEHAVIOR,6
694,22,NEUROSCIENCE & BEHAVIOR,0
695,23,NEUROSCIENCE & BEHAVIOR,123
696,24,NEUROSCIENCE & BEHAVIOR,6
697,25,NEUROSCIENCE & BEHAVIOR,40
698,26,NEUROSCIENCE & BEHAVIOR,1
699,27,NEUROSCIENCE & BEHAVIOR,0
700,28,NEUROSCIENCE & BEHAVIOR,0
701,29,NEUROSCIENCE & BEHAVIOR,0
702,30,NEUROSCIENCE & BEHAVIOR,0
703,31,NEUROSCIENCE & BEHAVIOR,10
704,32,NEUROSCIENCE & BEHAVIOR,0
705,33,NEUROSCIENCE & BEHAVIOR,0
706,34,NEUROSCIENCE & BEHAVIOR,0
707,35,NEUROSCIENCE & BEHAVIOR,40
708,36,NEUROSCIENCE & BEHAVIOR,0
709,37,NEUROSCIENCE & BEHAVIOR,0
710,38,NEUROSCIENCE & BEHAVIOR,0
711,39,NEUROSCIENCE & BEHAVIOR,1
712,40,NEUROSCIENCE & BEHAVIOR,1
713,41,NEUROSCIENCE & BEHAVIOR,27
714,42,NEUROSCIENCE & BEHAVIOR,0
715,43,NEUROSCIENCE & BEHAVIOR,43
716,44,NEUROSCIENCE & BEHAVIOR,0
717,45,NEUROSCIENCE & BEHAVIOR,1
718,46,NEUROSCIENCE & BEHAVIOR,27
719,47,NEUROSCIENCE & BEHAVIOR,2
720,0,AGRICULTURAL SCIENCES,23
721,1,AGRICULTURAL SCIENCES,361
722,2,AGRICULTURAL SCIENCES,6
723,3,AGRICULTURAL SCIENCES,0
724,4,AGRICULTURAL SCIENCES,36
725,5,AGRICULTURAL SCIENCES,2
726,6,AGRICULTURAL SCIENCES,11
727,7,AGRICULTURAL SCIENCES,4
728,8,AGRICULTURAL SCIENCES,1
729,9,AGRICULTURAL SCIENCES,4
730,10,AGRICULTURAL SCIENCES,0
731,11,AGRICULTURAL SCIENCES,0
732,12,AGRICULTURAL SCIENCES,0
733,13,AGRICULTURAL SCIENCES,2
734,14,AGRICULTURAL SCIENCES,1
735,15,AGRICULTURAL SCIENCES,33
736,16,AGRICULTURAL SCIENCES,1
737,17,AGRICULTURAL SCIENCES,5
738,18,AGRICULTURAL SCIENCES,0
739,19,AGRICULTURAL SCIENCES,4
740,20,AGRICULTURAL SCIENCES,1
741,21,AGRICULTURAL SCIENCES,57
742,22,AGRICULTURAL SCIENCES,2
743,23,AGRICULTURAL SCIENCES,2
744,24,AGRICULTURAL SCIENCES,0
745,25,AGRICULTURAL SCIENCES,0
746,26,AGRICULTURAL SCIENCES,0
747,27,AGRICULTURAL SCIENCES,1
748,28,AGRICULTURAL SCIENCES,1
749,29,AGRICULTURAL SCIENCES,138
750,30,AGRICULTURAL SCIENCES,0
751,31,AGRICULTURAL SCIENCES,123
752,32,AGRICULTURAL SCIENCES,0
753,33,AGRICULTURAL SCIENCES,0
754,34,AGRICULTURAL SCIENCES,0
755,35,AGRICULTURAL SCIENCES,0
756,36,AGRICULTURAL SCIENCES,0
757,37,AGRICULTURAL SCIENCES,0
758,38,AGRICULTURAL SCIENCES,0
759,39,AGRICULTURAL SCIENCES,2
760,40,AGRICULTURAL SCIENCES,0
761,41,AGRICULTURAL SCIENCES,3
762,42,AGRICULTURAL SCIENCES,0
763,43,AGRICULTURAL SCIENCES,0
764,44,AGRICULTURAL SCIENCES,0
765,45,AGRICULTURAL SCIENCES,1
766,46,AGRICULTURAL SCIENCES,0
767,47,AGRICULTURAL SCIENCES,14
768,0,ENVIRONMENT/ECOLOGY,3
769,1,ENVIRONMENT/ECOLOGY,103
770,2,ENVIRONMENT/ECOLOGY,24
771,3,ENVIRONMENT/ECOLOGY,2
772,4,ENVIRONMENT/ECOLOGY,2
773,5,ENVIRONMENT/ECOLOGY,2
774,6,ENVIRONMENT/ECOLOGY,2
775,7,ENVIRONMENT/ECOLOGY,0
776,8,ENVIRONMENT/ECOLOGY,0
777,9,ENVIRONMENT/ECOLOGY,0
778,10,ENVIRONMENT/ECOLOGY,0
779,11,ENVIRONMENT/ECOLOGY,0
780,12,ENVIRONMENT/ECOLOGY,6
781,13,ENVIRONMENT/ECOLOGY,1
782,14,ENVIRONMENT/ECOLOGY,3
783,15,ENVIRONMENT/ECOLOGY,6
784,16,ENVIRONMENT/ECOLOGY,3
785,17,ENVIRONMENT/ECOLOGY,7
786,18,ENVIRONMENT/ECOLOGY,17
787,19,ENVIRONMENT/ECOLOGY,1
788,20,ENVIRONMENT/ECOLOGY,1
789,21,ENVIRONMENT/ECOLOGY,15
790,22,ENVIRONMENT/ECOLOGY,0
791,23,ENVIRONMENT/ECOLOGY,0
792,24,ENVIRONMENT/ECOLOGY,0
793,25,ENVIRONMENT/ECOLOGY,0
794,26,ENVIRONMENT/ECOLOGY,1
795,27,ENVIRONMENT/ECOLOGY,0
796,28,ENVIRONMENT/ECOLOGY,0
797,29,ENVIRONMENT/ECOLOGY,0
798,30,ENVIRONMENT/ECOLOGY,0
799,31,ENVIRONMENT/ECOLOGY,0
800,32,ENVIRONMENT/ECOLOGY,0
801,33,ENVIRONMENT/ECOLOGY,0
802,34,ENVIRONMENT/ECOLOGY,0
803,35,ENVIRONMENT/ECOLOGY,0
804,36,ENVIRONMENT/ECOLOGY,0
805,37,ENVIRONMENT/ECOLOGY,0
806,38,ENVIRONMENT/ECOLOGY,11
807,39,ENVIRONMENT/ECOLOGY,0
808,40,ENVIRONMENT/ECOLOGY,0
809,41,ENVIRONMENT/ECOLOGY,0
810,42,ENVIRONMENT/ECOLOGY,0
811,43,ENVIRONMENT/ECOLOGY,0
812,44,ENVIRONMENT/ECOLOGY,0
813,45,ENVIRONMENT/ECOLOGY,0
814,46,ENVIRONMENT/ECOLOGY,0
815,47,ENVIRONMENT/ECOLOGY,0
816,0,SPACE SCIENCE,0
817,1,SPACE SCIENCE,2
818,2,SPACE SCIENCE,0
819,3,SPACE SCIENCE,0
820,4,SPACE SCIENCE,0
821,5,SPACE SCIENCE,0
822,6,SPACE SCIENCE,0
823,7,SPACE SCIENCE,0
824,8,SPACE SCIENCE,2
825,9,SPACE SCIENCE,0
826,10,SPACE SCIENCE,0
827,11,SPACE SCIENCE,0
828,12,SPACE SCIENCE,0
829,13,SPACE SCIENCE,0
830,14,SPACE SCIENCE,1
831,15,SPACE SCIENCE,0
832,16,SPACE SCIENCE,0
833,17,SPACE SCIENCE,0
834,18,SPACE SCIENCE,0
835,19,SPACE SCIENCE,0
836,20,SPACE SCIENCE,0
837,21,SPACE SCIENCE,0
838,22,SPACE SCIENCE,0
839,23,SPACE SCIENCE,0
840,24,SPACE SCIENCE,0
841,25,SPACE SCIENCE,0
842,26,SPACE SCIENCE,0
843,27,SPACE SCIENCE,0
844,28,SPACE SCIENCE,0
845,29,SPACE SCIENCE,0
846,30,SPACE SCIENCE,0
847,31,SPACE SCIENCE,0
848,32,SPACE SCIENCE,0
849,33,SPACE SCIENCE,0
850,34,SPACE SCIENCE,0
851,35,SPACE SCIENCE,0
852,36,SPACE SCIENCE,0
853,37,SPACE SCIENCE,0
854,38,SPACE SCIENCE,0
855,39,SPACE SCIENCE,0
856,40,SPACE SCIENCE,0
857,41,SPACE SCIENCE,0
858,42,SPACE SCIENCE,0
859,43,SPACE SCIENCE,0
860,44,SPACE SCIENCE,0
861,45,SPACE SCIENCE,0
862,46,SPACE SCIENCE,0
863,47,SPACE SCIENCE,0
864,0,MOLECULAR BIOLOGY & GENETICS,926
865,1,MOLECULAR BIOLOGY & GENETICS,250
866,2,MOLECULAR BIOLOGY & GENETICS,56
867,3,MOLECULAR BIOLOGY & GENETICS,86
868,4,MOLECULAR BIOLOGY & GENETICS,94
869,5,MOLECULAR BIOLOGY & GENETICS,0
870,6,MOLECULAR BIOLOGY & GENETICS,9
871,7,MOLECULAR BIOLOGY & GENETICS,0
872,8,MOLECULAR BIOLOGY & GENETICS,0
873,9,MOLECULAR BIOLOGY & GENETICS,53
874,10,MOLECULAR BIOLOGY & GENETICS,132
875,11,MOLECULAR BIOLOGY & GENETICS,59
876,12,MOLECULAR BIOLOGY & GENETICS,0
877,13,MOLECULAR BIOLOGY & GENETICS,10
878,14,MOLECULAR BIOLOGY & GENETICS,1
879,15,MOLECULAR BIOLOGY & GENETICS,95
880,16,MOLECULAR BIOLOGY & GENETICS,78
881,17,MOLECULAR BIOLOGY & GENETICS,1
882,18,MOLECULAR BIOLOGY & GENETICS,0
883,19,MOLECULAR BIOLOGY & GENETICS,10
884,20,MOLECULAR BIOLOGY & GENETICS,5
885,21,MOLECULAR BIOLOGY & GENETICS,7
886,22,MOLECULAR BIOLOGY & GENETICS,39
887,23,MOLECULAR BIOLOGY & GENETICS,2
888,24,MOLECULAR BIOLOGY & GENETICS,16
889,25,MOLECULAR BIOLOGY & GENETICS,85
890,26,MOLECULAR BIOLOGY & GENETICS,0
891,27,MOLECULAR BIOLOGY & GENETICS,0
892,28,MOLECULAR BIOLOGY & GENETICS,10
893,29,MOLECULAR BIOLOGY & GENETICS,0
894,30,MOLECULAR BIOLOGY & GENETICS,4
895,31,MOLECULAR BIOLOGY & GENETICS,0
896,32,MOLECULAR BIOLOGY & GENETICS,0
897,33,MOLECULAR BIOLOGY & GENETICS,2
898,34,MOLECULAR BIOLOGY & GENETICS,0
899,35,MOLECULAR BIOLOGY & GENETICS,1
900,36,MOLECULAR BIOLOGY & GENETICS,1
901,37,MOLECULAR BIOLOGY & GENETICS,6
902,38,MOLECULAR BIOLOGY & GENETICS,0
903,39,MOLECULAR BIOLOGY & GENETICS,3
904,40,MOLECULAR BIOLOGY & GENETICS,4
905,41,MOLECULAR BIOLOGY & GENETICS,0
906,42,MOLECULAR BIOLOGY & GENETICS,0
907,43,MOLECULAR BIOLOGY & GENETICS,3
908,44,MOLECULAR BIOLOGY & GENETICS,25
909,45,MOLECULAR BIOLOGY & GENETICS,0
910,46,MOLECULAR BIOLOGY & GENETICS,2
911,47,MOLECULAR BIOLOGY & GENETICS,2
912,0,MICROBIOLOGY,16
913,1,MICROBIOLOGY,423
914,2,MICROBIOLOGY,0
915,3,MICROBIOLOGY,635
916,4,MICROBIOLOGY,1
917,5,MICROBIOLOGY,0
918,6,MICROBIOLOGY,0
919,7,MICROBIOLOGY,0
920,8,MICROBIOLOGY,0
921,9,MICROBIOLOGY,0
922,10,MICROBIOLOGY,5
923,11,MICROBIOLOGY,0
924,12,MICROBIOLOGY,0
925,13,MICROBIOLOGY,2
926,14,MICROBIOLOGY,0
927,15,MICROBIOLOGY,1
928,16,MICROBIOLOGY,2
929,17,MICROBIOLOGY,0
930,18,MICROBIOLOGY,1
931,19,MICROBIOLOGY,2
932,20,MICROBIOLOGY,0
933,21,MICROBIOLOGY,10
934,22,MICROBIOLOGY,1
935,23,MICROBIOLOGY,0
936,24,MICROBIOLOGY,0
937,25,MICROBIOLOGY,0
938,26,MICROBIOLOGY,0
939,27,MICROBIOLOGY,1
940,28,MICROBIOLOGY,0
941,29,MICROBIOLOGY,0
942,30,MICROBIOLOGY,40
943,31,MICROBIOLOGY,0
944,32,MICROBIOLOGY,0
945,33,MICROBIOLOGY,1
946,34,MICROBIOLOGY,0
947,35,MICROBIOLOGY,0
948,36,MICROBIOLOGY,0
949,37,MICROBIOLOGY,1
950,38,MICROBIOLOGY,0
951,39,MICROBIOLOGY,0
952,40,MICROBIOLOGY,20
953,41,MICROBIOLOGY,0
954,42,MICROBIOLOGY,0
955,43,MICROBIOLOGY,1
956,44,MICROBIOLOGY,6
957,45,MICROBIOLOGY,1
958,46,MICROBIOLOGY,0
959,47,MICROBIOLOGY,0
960,0,MULTIDISCIPLINARY,293
961,1,MULTIDISCIPLINARY,303
962,2,MULTIDISCIPLINARY,29
963,3,MULTIDISCIPLINARY,115
964,4,MULTIDISCIPLINARY,40
965,5,MULTIDISCIPLINARY,10
966,6,MULTIDISCIPLINARY,4
967,7,MULTIDISCIPLINARY,4
968,8,MULTIDISCIPLINARY,18
969,9,MULTIDISCIPLINARY,25
970,10,MULTIDISCIPLINARY,42
971,11,MULTIDISCIPLINARY,16
972,12,MULTIDISCIPLINARY,4
973,13,MULTIDISCIPLINARY,14
974,14,MULTIDISCIPLINARY,9
975,15,MULTIDISCIPLINARY,47
976,16,MULTIDISCIPLINARY,10
977,17,MULTIDISCIPLINARY,2
978,18,MULTIDISCIPLINARY,7
979,19,MULTIDISCIPLINARY,9
980,20,MULTIDISCIPLINARY,10
981,21,MULTIDISCIPLINARY,22
982,22,MULTIDISCIPLINARY,12
983,23,MULTIDISCIPLINARY,27
984,24,MULTIDISCIPLINARY,3
985,25,MULTIDISCIPLINARY,18
986,26,MULTIDISCIPLINARY,15
987,27,MULTIDISCIPLINARY,15
988,28,MULTIDISCIPLINARY,4
989,29,MULTIDISCIPLINARY,0
990,30,MULTIDISCIPLINARY,9
991,31,MULTIDISCIPLINARY,2
992,32,MULTIDISCIPLINARY,1
993,33,MULTIDISCIPLINARY,4
994,34,MULTIDISCIPLINARY,14
995,35,MULTIDISCIPLINARY,12
996,36,MULTIDISCIPLINARY,0
997,37,MULTIDISCIPLINARY,12
998,38,MULTIDISCIPLINARY,2
999,39,MULTIDISCIPLINARY,3
1000,40,MULTIDISCIPLINARY,15
1001,41,MULTIDISCIPLINARY,0
1002,42,MULTIDISCIPLINARY,19
1003,43,MULTIDISCIPLINARY,5
1004,44,MULTIDISCIPLINARY,19
1005,45,MULTIDISCIPLINARY,9
1006,46,MULTIDISCIPLINARY,3
1007,47,MULTIDISCIPLINARY,0
1008,0,IMMUNOLOGY,308
1009,1,IMMUNOLOGY,32
1010,2,IMMUNOLOGY,0
1011,3,IMMUNOLOGY,253
1012,4,IMMUNOLOGY,20
1013,5,IMMUNOLOGY,0
1014,6,IMMUNOLOGY,5
1015,7,IMMUNOLOGY,0
1016,8,IMMUNOLOGY,0
1017,9,IMMUNOLOGY,1
1018,10,IMMUNOLOGY,5
1019,11,IMMUNOLOGY,2
1020,12,IMMUNOLOGY,0
1021,13,IMMUNOLOGY,0
1022,14,IMMUNOLOGY,0
1023,15,IMMUNOLOGY,4
1024,16,IMMUNOLOGY,0
1025,17,IMMUNOLOGY,0
1026,18,IMMUNOLOGY,0
1027,19,IMMUNOLOGY,6
1028,20,IMMUNOLOGY,1
1029,21,IMMUNOLOGY,0
1030,22,IMMUNOLOGY,6
1031,23,IMMUNOLOGY,0
1032,24,IMMUNOLOGY,0
1033,25,IMMUNOLOGY,0
1034,26,IMMUNOLOGY,0
1035,27,IMMUNOLOGY,0
1036,28,IMMUNOLOGY,16
1037,29,IMMUNOLOGY,1
1038,30,IMMUNOLOGY,46
1039,31,IMMUNOLOGY,0
1040,32,IMMUNOLOGY,0
1041,33,IMMUNOLOGY,0
1042,34,IMMUNOLOGY,0
1043,35,IMMUNOLOGY,0
1044,36,IMMUNOLOGY,11
1045,37,IMMUNOLOGY,2
1046,38,IMMUNOLOGY,0
1047,39,IMMUNOLOGY,1
1048,40,IMMUNOLOGY,13
1049,41,IMMUNOLOGY,0
1050,42,IMMUNOLOGY,0
1051,43,IMMUNOLOGY,18
1052,44,IMMUNOLOGY,0
1053,45,IMMUNOLOGY,0
1054,46,IMMUNOLOGY,0
1055,47,IMMUNOLOGY,0
