,Topic,Discipline,Quantity
665,38,CHEMISTRY,17
666,39,CHEMISTRY,6
667,40,CHEMISTRY,85
668,41,CHEMISTRY,4
669,42,CHEMISTRY,0
670,43,CHEMISTRY,8
671,44,CHEMISTRY,1
672,45,CHEMISTRY,76
673,46,CHEMISTRY,29
674,47,CHEMISTRY,12
675,48,CHEMISTRY,0
676,49,CHEMISTRY,1
677,50,CHEMISTRY,10
678,51,CHEMISTRY,1
679,52,CHEMISTRY,11
680,53,CHEMISTRY,0
681,54,CHEMISTRY,0
682,55,CHEMISTRY,48
683,56,CHEMISTRY,0
684,0,COMPUTER SCIENCE,55
685,1,COMPUTER SCIENCE,4
686,2,COMPUTER SCIENCE,1
687,3,COMPUTER SCIENCE,0
688,4,COMPUTER SCIENCE,1
689,5,COMPUTER SCIENCE,26
690,6,COMPUTER SCIENCE,1
691,7,COMPUTER SCIENCE,560
692,8,COMPUTER SCIENCE,0
693,9,COMPUTER SCIENCE,9
694,10,COMPUTER SCIENCE,208
695,11,COMPUTER SCIENCE,0
696,12,COMPUTER SCIENCE,7
697,13,COMPUTER SCIENCE,0
698,14,COMPUTER SCIENCE,0
699,15,COMPUTER SCIENCE,0
700,16,COMPUTER SCIENCE,0
701,17,COMPUTER SCIENCE,0
702,18,COMPUTER SCIENCE,0
703,19,COMPUTER SCIENCE,5
704,20,COMPUTER SCIENCE,0
705,21,COMPUTER SCIENCE,0
706,22,COMPUTER SCIENCE,1
707,23,COMPUTER SCIENCE,6
708,24,COMPUTER SCIENCE,0
709,25,COMPUTER SCIENCE,6
710,26,COMPUTER SCIENCE,0
711,27,COMPUTER SCIENCE,0
712,28,COMPUTER SCIENCE,2
713,29,COMPUTER SCIENCE,0
714,30,COMPUTER SCIENCE,0
715,31,COMPUTER SCIENCE,9
716,32,COMPUTER SCIENCE,2
717,33,COMPUTER SCIENCE,0
718,34,COMPUTER SCIENCE,2
719,35,COMPUTER SCIENCE,0
720,36,COMPUTER SCIENCE,1
721,37,COMPUTER SCIENCE,0
722,38,COMPUTER SCIENCE,9
723,39,COMPUTER SCIENCE,17
724,40,COMPUTER SCIENCE,2
725,41,COMPUTER SCIENCE,0
726,42,COMPUTER SCIENCE,0
727,43,COMPUTER SCIENCE,2
728,44,COMPUTER SCIENCE,2
729,45,COMPUTER SCIENCE,0
730,46,COMPUTER SCIENCE,1
731,47,COMPUTER SCIENCE,0
732,48,COMPUTER SCIENCE,4
733,49,COMPUTER SCIENCE,1
734,50,COMPUTER SCIENCE,0
735,51,COMPUTER SCIENCE,0
736,52,COMPUTER SCIENCE,0
737,53,COMPUTER SCIENCE,0
738,54,COMPUTER SCIENCE,0
739,55,COMPUTER SCIENCE,0
740,56,COMPUTER SCIENCE,0
741,0,PHYSICS,2
742,1,PHYSICS,0
743,2,PHYSICS,8
744,3,PHYSICS,46
745,4,PHYSICS,4
746,5,PHYSICS,2
747,6,PHYSICS,247
748,7,PHYSICS,14
749,8,PHYSICS,0
750,9,PHYSICS,4
751,10,PHYSICS,18
752,11,PHYSICS,0
753,12,PHYSICS,363
754,13,PHYSICS,19
755,14,PHYSICS,0
756,15,PHYSICS,24
757,16,PHYSICS,0
758,17,PHYSICS,0
759,18,PHYSICS,5
760,19,PHYSICS,0
761,20,PHYSICS,8
762,21,PHYSICS,0
763,22,PHYSICS,0
764,23,PHYSICS,8
765,24,PHYSICS,0
766,25,PHYSICS,16
767,26,PHYSICS,0
768,27,PHYSICS,1
769,28,PHYSICS,0
770,29,PHYSICS,1
771,30,PHYSICS,0
772,31,PHYSICS,13
773,32,PHYSICS,1
774,33,PHYSICS,0
775,34,PHYSICS,232
776,35,PHYSICS,50
777,36,PHYSICS,0
778,37,PHYSICS,5
779,38,PHYSICS,19
780,39,PHYSICS,11
781,40,PHYSICS,1
782,41,PHYSICS,0
783,42,PHYSICS,0
784,43,PHYSICS,16
785,44,PHYSICS,0
786,45,PHYSICS,0
787,46,PHYSICS,0
788,47,PHYSICS,1
789,48,PHYSICS,8
790,49,PHYSICS,0
791,50,PHYSICS,0
792,51,PHYSICS,64
793,52,PHYSICS,3
794,53,PHYSICS,0
795,54,PHYSICS,0
796,55,PHYSICS,4
797,56,PHYSICS,0
798,0,NEUROSCIENCE & BEHAVIOR,3
799,1,NEUROSCIENCE & BEHAVIOR,30
800,2,NEUROSCIENCE & BEHAVIOR,3
801,3,NEUROSCIENCE & BEHAVIOR,2
802,4,NEUROSCIENCE & BEHAVIOR,7
803,5,NEUROSCIENCE & BEHAVIOR,39
804,6,NEUROSCIENCE & BEHAVIOR,0
805,7,NEUROSCIENCE & BEHAVIOR,2
806,8,NEUROSCIENCE & BEHAVIOR,0
807,9,NEUROSCIENCE & BEHAVIOR,0
808,10,NEUROSCIENCE & BEHAVIOR,9
809,11,NEUROSCIENCE & BEHAVIOR,3
810,12,NEUROSCIENCE & BEHAVIOR,0
811,13,NEUROSCIENCE & BEHAVIOR,0
812,14,NEUROSCIENCE & BEHAVIOR,0
813,15,NEUROSCIENCE & BEHAVIOR,0
814,16,NEUROSCIENCE & BEHAVIOR,4
815,17,NEUROSCIENCE & BEHAVIOR,4
816,18,NEUROSCIENCE & BEHAVIOR,0
817,19,NEUROSCIENCE & BEHAVIOR,5
818,20,NEUROSCIENCE & BEHAVIOR,0
819,21,NEUROSCIENCE & BEHAVIOR,14
820,22,NEUROSCIENCE & BEHAVIOR,69
821,23,NEUROSCIENCE & BEHAVIOR,127
822,24,NEUROSCIENCE & BEHAVIOR,60
823,25,NEUROSCIENCE & BEHAVIOR,11
824,26,NEUROSCIENCE & BEHAVIOR,84
825,27,NEUROSCIENCE & BEHAVIOR,1
826,28,NEUROSCIENCE & BEHAVIOR,11
827,29,NEUROSCIENCE & BEHAVIOR,102
828,30,NEUROSCIENCE & BEHAVIOR,1
829,31,NEUROSCIENCE & BEHAVIOR,0
830,32,NEUROSCIENCE & BEHAVIOR,1
831,33,NEUROSCIENCE & BEHAVIOR,24
832,34,NEUROSCIENCE & BEHAVIOR,0
833,35,NEUROSCIENCE & BEHAVIOR,0
834,36,NEUROSCIENCE & BEHAVIOR,1
835,37,NEUROSCIENCE & BEHAVIOR,0
836,38,NEUROSCIENCE & BEHAVIOR,0
837,39,NEUROSCIENCE & BEHAVIOR,0
838,40,NEUROSCIENCE & BEHAVIOR,0
839,41,NEUROSCIENCE & BEHAVIOR,2
840,42,NEUROSCIENCE & BEHAVIOR,0
841,43,NEUROSCIENCE & BEHAVIOR,0
842,44,NEUROSCIENCE & BEHAVIOR,5
843,45,NEUROSCIENCE & BEHAVIOR,0
844,46,NEUROSCIENCE & BEHAVIOR,1
845,47,NEUROSCIENCE & BEHAVIOR,0
846,48,NEUROSCIENCE & BEHAVIOR,0
847,49,NEUROSCIENCE & BEHAVIOR,1
848,50,NEUROSCIENCE & BEHAVIOR,0
849,51,NEUROSCIENCE & BEHAVIOR,0
850,52,NEUROSCIENCE & BEHAVIOR,1
851,53,NEUROSCIENCE & BEHAVIOR,1
852,54,NEUROSCIENCE & BEHAVIOR,11
853,55,NEUROSCIENCE & BEHAVIOR,0
854,56,NEUROSCIENCE & BEHAVIOR,0
855,0,AGRICULTURAL SCIENCES,143
856,1,AGRICULTURAL SCIENCES,5
857,2,AGRICULTURAL SCIENCES,5
858,3,AGRICULTURAL SCIENCES,42
859,4,AGRICULTURAL SCIENCES,65
860,5,AGRICULTURAL SCIENCES,2
861,6,AGRICULTURAL SCIENCES,0
862,7,AGRICULTURAL SCIENCES,6
863,8,AGRICULTURAL SCIENCES,34
864,9,AGRICULTURAL SCIENCES,2
865,10,AGRICULTURAL SCIENCES,1
866,11,AGRICULTURAL SCIENCES,1
867,12,AGRICULTURAL SCIENCES,0
868,13,AGRICULTURAL SCIENCES,0
869,14,AGRICULTURAL SCIENCES,0
870,15,AGRICULTURAL SCIENCES,2
871,16,AGRICULTURAL SCIENCES,3
872,17,AGRICULTURAL SCIENCES,15
873,18,AGRICULTURAL SCIENCES,0
874,19,AGRICULTURAL SCIENCES,1
875,20,AGRICULTURAL SCIENCES,3
876,21,AGRICULTURAL SCIENCES,3
877,22,AGRICULTURAL SCIENCES,0
878,23,AGRICULTURAL SCIENCES,0
879,24,AGRICULTURAL SCIENCES,2
880,25,AGRICULTURAL SCIENCES,0
881,26,AGRICULTURAL SCIENCES,1
882,27,AGRICULTURAL SCIENCES,142
883,28,AGRICULTURAL SCIENCES,168
884,29,AGRICULTURAL SCIENCES,0
885,30,AGRICULTURAL SCIENCES,6
886,31,AGRICULTURAL SCIENCES,0
887,32,AGRICULTURAL SCIENCES,40
888,33,AGRICULTURAL SCIENCES,12
889,34,AGRICULTURAL SCIENCES,0
890,35,AGRICULTURAL SCIENCES,0
891,36,AGRICULTURAL SCIENCES,1
892,37,AGRICULTURAL SCIENCES,6
893,38,AGRICULTURAL SCIENCES,0
894,39,AGRICULTURAL SCIENCES,1
895,40,AGRICULTURAL SCIENCES,6
896,41,AGRICULTURAL SCIENCES,2
897,42,AGRICULTURAL SCIENCES,0
898,43,AGRICULTURAL SCIENCES,1
899,44,AGRICULTURAL SCIENCES,0
900,45,AGRICULTURAL SCIENCES,5
901,46,AGRICULTURAL SCIENCES,3
902,47,AGRICULTURAL SCIENCES,5
903,48,AGRICULTURAL SCIENCES,0
904,49,AGRICULTURAL SCIENCES,8
905,50,AGRICULTURAL SCIENCES,3
906,51,AGRICULTURAL SCIENCES,0
907,52,AGRICULTURAL SCIENCES,0
908,53,AGRICULTURAL SCIENCES,0
909,54,AGRICULTURAL SCIENCES,0
910,55,AGRICULTURAL SCIENCES,0
911,56,AGRICULTURAL SCIENCES,7
912,0,ENVIRONMENT/ECOLOGY,63
913,1,ENVIRONMENT/ECOLOGY,0
914,2,ENVIRONMENT/ECOLOGY,1
915,3,ENVIRONMENT/ECOLOGY,1
916,4,ENVIRONMENT/ECOLOGY,12
917,5,ENVIRONMENT/ECOLOGY,0
918,6,ENVIRONMENT/ECOLOGY,13
919,7,ENVIRONMENT/ECOLOGY,3
920,8,ENVIRONMENT/ECOLOGY,27
921,9,ENVIRONMENT/ECOLOGY,6
922,10,ENVIRONMENT/ECOLOGY,0
923,11,ENVIRONMENT/ECOLOGY,0
924,12,ENVIRONMENT/ECOLOGY,1
925,13,ENVIRONMENT/ECOLOGY,13
926,14,ENVIRONMENT/ECOLOGY,0
927,15,ENVIRONMENT/ECOLOGY,5
928,16,ENVIRONMENT/ECOLOGY,0
929,17,ENVIRONMENT/ECOLOGY,0
930,18,ENVIRONMENT/ECOLOGY,24
931,19,ENVIRONMENT/ECOLOGY,3
932,20,ENVIRONMENT/ECOLOGY,1
933,21,ENVIRONMENT/ECOLOGY,0
934,22,ENVIRONMENT/ECOLOGY,0
935,23,ENVIRONMENT/ECOLOGY,0
936,24,ENVIRONMENT/ECOLOGY,1
937,25,ENVIRONMENT/ECOLOGY,0
938,26,ENVIRONMENT/ECOLOGY,0
939,27,ENVIRONMENT/ECOLOGY,3
940,28,ENVIRONMENT/ECOLOGY,3
941,29,ENVIRONMENT/ECOLOGY,0
942,30,ENVIRONMENT/ECOLOGY,1
943,31,ENVIRONMENT/ECOLOGY,0
944,32,ENVIRONMENT/ECOLOGY,10
945,33,ENVIRONMENT/ECOLOGY,0
946,34,ENVIRONMENT/ECOLOGY,0
947,35,ENVIRONMENT/ECOLOGY,0
948,36,ENVIRONMENT/ECOLOGY,0
949,37,ENVIRONMENT/ECOLOGY,0
950,38,ENVIRONMENT/ECOLOGY,0
951,39,ENVIRONMENT/ECOLOGY,9
952,40,ENVIRONMENT/ECOLOGY,4
953,41,ENVIRONMENT/ECOLOGY,0
954,42,ENVIRONMENT/ECOLOGY,0
955,43,ENVIRONMENT/ECOLOGY,0
956,44,ENVIRONMENT/ECOLOGY,1
957,45,ENVIRONMENT/ECOLOGY,3
958,46,ENVIRONMENT/ECOLOGY,0
959,47,ENVIRONMENT/ECOLOGY,59
960,48,ENVIRONMENT/ECOLOGY,0
961,49,ENVIRONMENT/ECOLOGY,0
962,50,ENVIRONMENT/ECOLOGY,1
963,51,ENVIRONMENT/ECOLOGY,0
964,52,ENVIRONMENT/ECOLOGY,0
965,53,ENVIRONMENT/ECOLOGY,0
966,54,ENVIRONMENT/ECOLOGY,0
967,55,ENVIRONMENT/ECOLOGY,7
968,56,ENVIRONMENT/ECOLOGY,0
969,0,SPACE SCIENCE,0
970,1,SPACE SCIENCE,0
971,2,SPACE SCIENCE,0
972,3,SPACE SCIENCE,0
973,4,SPACE SCIENCE,0
974,5,SPACE SCIENCE,0
975,6,SPACE SCIENCE,0
976,7,SPACE SCIENCE,3
977,8,SPACE SCIENCE,0
978,9,SPACE SCIENCE,0
979,10,SPACE SCIENCE,0
980,11,SPACE SCIENCE,0
981,12,SPACE SCIENCE,0
982,13,SPACE SCIENCE,0
983,14,SPACE SCIENCE,0
984,15,SPACE SCIENCE,0
985,16,SPACE SCIENCE,0
986,17,SPACE SCIENCE,0
987,18,SPACE SCIENCE,0
988,19,SPACE SCIENCE,0
989,20,SPACE SCIENCE,0
990,21,SPACE SCIENCE,0
991,22,SPACE SCIENCE,0
992,23,SPACE SCIENCE,0
993,24,SPACE SCIENCE,0
994,25,SPACE SCIENCE,0
995,26,SPACE SCIENCE,0
996,27,SPACE SCIENCE,0
997,28,SPACE SCIENCE,0
998,29,SPACE SCIENCE,0
999,30,SPACE SCIENCE,0
1000,31,SPACE SCIENCE,0
1001,32,SPACE SCIENCE,0
1002,33,SPACE SCIENCE,0
1003,34,SPACE SCIENCE,0
1004,35,SPACE SCIENCE,0
1005,36,SPACE SCIENCE,0
1006,37,SPACE SCIENCE,0
1007,38,SPACE SCIENCE,0
1008,39,SPACE SCIENCE,4
1009,40,SPACE SCIENCE,0
1010,41,SPACE SCIENCE,0
1011,42,SPACE SCIENCE,0
1012,43,SPACE SCIENCE,0
1013,44,SPACE SCIENCE,0
1014,45,SPACE SCIENCE,0
1015,46,SPACE SCIENCE,0
1016,47,SPACE SCIENCE,0
1017,48,SPACE SCIENCE,0
1018,49,SPACE SCIENCE,0
1019,50,SPACE SCIENCE,0
1020,51,SPACE SCIENCE,0
1021,52,SPACE SCIENCE,0
1022,53,SPACE SCIENCE,0
1023,54,SPACE SCIENCE,0
1024,55,SPACE SCIENCE,0
1025,56,SPACE SCIENCE,0
1026,0,MOLECULAR BIOLOGY & GENETICS,424
1027,1,MOLECULAR BIOLOGY & GENETICS,334
1028,2,MOLECULAR BIOLOGY & GENETICS,109
1029,3,MOLECULAR BIOLOGY & GENETICS,62
1030,4,MOLECULAR BIOLOGY & GENETICS,85
1031,5,MOLECULAR BIOLOGY & GENETICS,57
1032,6,MOLECULAR BIOLOGY & GENETICS,0
1033,7,MOLECULAR BIOLOGY & GENETICS,0
1034,8,MOLECULAR BIOLOGY & GENETICS,36
1035,9,MOLECULAR BIOLOGY & GENETICS,21
1036,10,MOLECULAR BIOLOGY & GENETICS,2
1037,11,MOLECULAR BIOLOGY & GENETICS,48
1038,12,MOLECULAR BIOLOGY & GENETICS,0
1039,13,MOLECULAR BIOLOGY & GENETICS,0
1040,14,MOLECULAR BIOLOGY & GENETICS,1
1041,15,MOLECULAR BIOLOGY & GENETICS,1
1042,16,MOLECULAR BIOLOGY & GENETICS,170
1043,17,MOLECULAR BIOLOGY & GENETICS,75
1044,18,MOLECULAR BIOLOGY & GENETICS,0
1045,19,MOLECULAR BIOLOGY & GENETICS,141
1046,20,MOLECULAR BIOLOGY & GENETICS,1
1047,21,MOLECULAR BIOLOGY & GENETICS,60
1048,22,MOLECULAR BIOLOGY & GENETICS,25
1049,23,MOLECULAR BIOLOGY & GENETICS,6
1050,24,MOLECULAR BIOLOGY & GENETICS,25
1051,25,MOLECULAR BIOLOGY & GENETICS,23
1052,26,MOLECULAR BIOLOGY & GENETICS,98
1053,27,MOLECULAR BIOLOGY & GENETICS,0
1054,28,MOLECULAR BIOLOGY & GENETICS,3
1055,29,MOLECULAR BIOLOGY & GENETICS,16
1056,30,MOLECULAR BIOLOGY & GENETICS,16
1057,31,MOLECULAR BIOLOGY & GENETICS,0
1058,32,MOLECULAR BIOLOGY & GENETICS,15
1059,33,MOLECULAR BIOLOGY & GENETICS,59
1060,34,MOLECULAR BIOLOGY & GENETICS,0
1061,35,MOLECULAR BIOLOGY & GENETICS,0
1062,36,MOLECULAR BIOLOGY & GENETICS,12
1063,37,MOLECULAR BIOLOGY & GENETICS,2
1064,38,MOLECULAR BIOLOGY & GENETICS,0
1065,39,MOLECULAR BIOLOGY & GENETICS,1
1066,40,MOLECULAR BIOLOGY & GENETICS,1
1067,41,MOLECULAR BIOLOGY & GENETICS,25
1068,42,MOLECULAR BIOLOGY & GENETICS,5
1069,43,MOLECULAR BIOLOGY & GENETICS,0
1070,44,MOLECULAR BIOLOGY & GENETICS,54
1071,45,MOLECULAR BIOLOGY & GENETICS,0
1072,46,MOLECULAR BIOLOGY & GENETICS,8
1073,47,MOLECULAR BIOLOGY & GENETICS,0
1074,48,MOLECULAR BIOLOGY & GENETICS,0
1075,49,MOLECULAR BIOLOGY & GENETICS,3
1076,50,MOLECULAR BIOLOGY & GENETICS,8
1077,51,MOLECULAR BIOLOGY & GENETICS,0
1078,52,MOLECULAR BIOLOGY & GENETICS,10
1079,53,MOLECULAR BIOLOGY & GENETICS,8
1080,54,MOLECULAR BIOLOGY & GENETICS,1
1081,55,MOLECULAR BIOLOGY & GENETICS,0
1082,56,MOLECULAR BIOLOGY & GENETICS,7
1083,0,MICROBIOLOGY,70
1084,1,MICROBIOLOGY,8
1085,2,MICROBIOLOGY,548
1086,3,MICROBIOLOGY,2
1087,4,MICROBIOLOGY,285
1088,5,MICROBIOLOGY,0
1089,6,MICROBIOLOGY,0
1090,7,MICROBIOLOGY,0
1091,8,MICROBIOLOGY,94
1092,9,MICROBIOLOGY,7
1093,10,MICROBIOLOGY,0
1094,11,MICROBIOLOGY,9
1095,12,MICROBIOLOGY,0
1096,13,MICROBIOLOGY,0
1097,14,MICROBIOLOGY,0
1098,15,MICROBIOLOGY,1
1099,16,MICROBIOLOGY,1
1100,17,MICROBIOLOGY,1
1101,18,MICROBIOLOGY,0
1102,19,MICROBIOLOGY,2
1103,20,MICROBIOLOGY,2
1104,21,MICROBIOLOGY,1
1105,22,MICROBIOLOGY,1
1106,23,MICROBIOLOGY,0
1107,24,MICROBIOLOGY,0
1108,25,MICROBIOLOGY,0
1109,26,MICROBIOLOGY,0
1110,27,MICROBIOLOGY,1
1111,28,MICROBIOLOGY,3
1112,29,MICROBIOLOGY,2
1113,30,MICROBIOLOGY,5
1114,31,MICROBIOLOGY,0
1115,32,MICROBIOLOGY,8
1116,33,MICROBIOLOGY,0
1117,34,MICROBIOLOGY,0
1118,35,MICROBIOLOGY,0
1119,36,MICROBIOLOGY,36
1120,37,MICROBIOLOGY,0
1121,38,MICROBIOLOGY,0
1122,39,MICROBIOLOGY,0
1123,40,MICROBIOLOGY,1
1124,41,MICROBIOLOGY,1
1125,42,MICROBIOLOGY,0
1126,43,MICROBIOLOGY,0
1127,44,MICROBIOLOGY,0
1128,45,MICROBIOLOGY,1
1129,46,MICROBIOLOGY,10
1130,47,MICROBIOLOGY,11
1131,48,MICROBIOLOGY,0
1132,49,MICROBIOLOGY,0
1133,50,MICROBIOLOGY,10
1134,51,MICROBIOLOGY,0
1135,52,MICROBIOLOGY,0
1136,53,MICROBIOLOGY,0
1137,54,MICROBIOLOGY,0
1138,55,MICROBIOLOGY,0
1139,56,MICROBIOLOGY,0
1140,0,MULTIDISCIPLINARY,447
1141,1,MULTIDISCIPLINARY,193
1142,2,MULTIDISCIPLINARY,239
1143,3,MULTIDISCIPLINARY,104
1144,4,MULTIDISCIPLINARY,146
1145,5,MULTIDISCIPLINARY,65
1146,6,MULTIDISCIPLINARY,98
1147,7,MULTIDISCIPLINARY,6
1148,8,MULTIDISCIPLINARY,87
1149,9,MULTIDISCIPLINARY,59
1150,10,MULTIDISCIPLINARY,4
1151,11,MULTIDISCIPLINARY,70
1152,12,MULTIDISCIPLINARY,153
1153,13,MULTIDISCIPLINARY,55
1154,14,MULTIDISCIPLINARY,5
1155,15,MULTIDISCIPLINARY,38
1156,16,MULTIDISCIPLINARY,73
1157,17,MULTIDISCIPLINARY,25
1158,18,MULTIDISCIPLINARY,34
1159,19,MULTIDISCIPLINARY,57
1160,20,MULTIDISCIPLINARY,13
1161,21,MULTIDISCIPLINARY,41
1162,22,MULTIDISCIPLINARY,18
1163,23,MULTIDISCIPLINARY,32
1164,24,MULTIDISCIPLINARY,21
1165,25,MULTIDISCIPLINARY,16
1166,26,MULTIDISCIPLINARY,42
1167,27,MULTIDISCIPLINARY,7
1168,28,MULTIDISCIPLINARY,13
1169,29,MULTIDISCIPLINARY,36
1170,30,MULTIDISCIPLINARY,16
1171,31,MULTIDISCIPLINARY,1
1172,32,MULTIDISCIPLINARY,47
1173,33,MULTIDISCIPLINARY,22
1174,34,MULTIDISCIPLINARY,27
1175,35,MULTIDISCIPLINARY,44
1176,36,MULTIDISCIPLINARY,30
1177,37,MULTIDISCIPLINARY,31
1178,38,MULTIDISCIPLINARY,42
1179,39,MULTIDISCIPLINARY,17
1180,40,MULTIDISCIPLINARY,11
1181,41,MULTIDISCIPLINARY,30
1182,42,MULTIDISCIPLINARY,9
1183,43,MULTIDISCIPLINARY,17
1184,44,MULTIDISCIPLINARY,18
1185,45,MULTIDISCIPLINARY,8
1186,46,MULTIDISCIPLINARY,16
1187,47,MULTIDISCIPLINARY,11
1188,48,MULTIDISCIPLINARY,2
1189,49,MULTIDISCIPLINARY,2
1190,50,MULTIDISCIPLINARY,8
1191,51,MULTIDISCIPLINARY,29
1192,52,MULTIDISCIPLINARY,13
1193,53,MULTIDISCIPLINARY,6
1194,54,MULTIDISCIPLINARY,1
1195,55,MULTIDISCIPLINARY,16
1196,56,MULTIDISCIPLINARY,5
1197,0,IMMUNOLOGY,2
1198,1,IMMUNOLOGY,90
1199,2,IMMUNOLOGY,392
1200,3,IMMUNOLOGY,7
1201,4,IMMUNOLOGY,83
1202,5,IMMUNOLOGY,2
1203,6,IMMUNOLOGY,0
1204,7,IMMUNOLOGY,0
1205,8,IMMUNOLOGY,0
1206,9,IMMUNOLOGY,12
1207,10,IMMUNOLOGY,0
1208,11,IMMUNOLOGY,159
1209,12,IMMUNOLOGY,0
1210,13,IMMUNOLOGY,0
1211,14,IMMUNOLOGY,0
1212,15,IMMUNOLOGY,0
1213,16,IMMUNOLOGY,10
1214,17,IMMUNOLOGY,10
1215,18,IMMUNOLOGY,0
1216,19,IMMUNOLOGY,8
1217,20,IMMUNOLOGY,0
1218,21,IMMUNOLOGY,4
1219,22,IMMUNOLOGY,2
1220,23,IMMUNOLOGY,0
1221,24,IMMUNOLOGY,2
1222,25,IMMUNOLOGY,0
1223,26,IMMUNOLOGY,0
1224,27,IMMUNOLOGY,0
1225,28,IMMUNOLOGY,0
1226,29,IMMUNOLOGY,0
1227,30,IMMUNOLOGY,17
1228,31,IMMUNOLOGY,0
1229,32,IMMUNOLOGY,1
1230,33,IMMUNOLOGY,1
1231,34,IMMUNOLOGY,0
1232,35,IMMUNOLOGY,0
1233,36,IMMUNOLOGY,39
1234,37,IMMUNOLOGY,0
1235,38,IMMUNOLOGY,0
1236,39,IMMUNOLOGY,0
1237,40,IMMUNOLOGY,0
1238,41,IMMUNOLOGY,2
1239,42,IMMUNOLOGY,1
1240,43,IMMUNOLOGY,0
1241,44,IMMUNOLOGY,1
1242,45,IMMUNOLOGY,0
1243,46,IMMUNOLOGY,1
1244,47,IMMUNOLOGY,0
1245,48,IMMUNOLOGY,0
1246,49,IMMUNOLOGY,0
1247,50,IMMUNOLOGY,2
1248,51,IMMUNOLOGY,0
1249,52,IMMUNOLOGY,2
1250,53,IMMUNOLOGY,5
1251,54,IMMUNOLOGY,0
1252,55,IMMUNOLOGY,0
1253,56,IMMUNOLOGY,5
